Accession,Latitude,Longitude,Species
SEEDGWAS4636,19.81666667,-98.88333333,Maize
SEEDGWAS4390,19.82,-101.9,Maize
SEEDGWAS2752,19.82,-101.9,Maize
SEEDGWAS4977,19.82,-101.9,Maize
SEEDGWAS2848,19.82,-101.9,Maize
SEEDGWAS4502,19.82,-101.9,Maize
SEEDGWAS3739,19.8333333,-97.45,Maize
SEEDGWAS4320,19.83333333,-99.2,Maize
SEEDGWAS4217,19.83333333,-101.0166667,Maize
SEEDGWAS5013,19.83333333,-98.98333333,Maize
SEEDGWAS2852,19.83333333,-98.98333333,Maize
SEEDGWAS4510,19.83333333,-98.98333333,Maize
SEEDGWAS2900,19.83333333,-98.98333333,Maize
SEEDGWAS4567,19.83333333,-98.98333333,Maize
SEEDGWAS2944,19.83333333,-99.2,Maize
SEEDGWAS4621,19.83333333,-99.2,Maize
SEEDGWAS2950,19.83333333,-98.98333333,Maize
SEEDGWAS5048,19.83333333,-98.98333333,Maize
SEEDGWAS459,19.83333333,-97.45,Maize
SEEDGWAS4736,19.83333333,-97.45,Maize
SEEDGWAS4894,19.83333333,-97.45,Maize
SEEDGWAS460,19.83333333,-97.45,Maize
SEEDGWAS4745,19.83333333,-97.45,Maize
SEEDGWAS5170,19.83333333,-97.45,Maize
SEEDGWAS3086,19.83333333,-97.45,Maize
SEEDGWAS5097,19.83333333,-97.45,Maize
SEEDGWAS5147,19.835255,-99.217527,Maize
SEEDGWAS5297,19.835255,-99.217527,Maize
SEEDGWAS2937,19.835255,-99.217527,Maize
SEEDGWAS4617,19.835255,-99.217527,Maize
SEEDGWAS53,19.841513,-89.31613,Maize
SEEDGWAS55,19.841513,-89.31613,Maize
SEEDGWAS143,19.841513,-89.31613,Maize
SEEDGWAS3104,19.84452,-97.505022,Maize
SEEDGWAS4847,19.84452,-97.505022,Maize
SEEDGWAS4486,19.86666667,-97.58333333,Maize
SEEDGWAS2928,19.86666667,-97.58333333,Maize
SEEDGWAS2946,19.86666667,-97.58333333,Maize
SEEDGWAS4623,19.86666667,-97.58333333,Maize
SEEDGWAS3744,19.86666667,-97.58333333,Maize
SEEDGWAS2947,19.86666667,-97.58333333,Maize
SEEDGWAS5046,19.86666667,-97.58333333,Maize
SEEDGWAS3746,19.86666667,-97.58333333,Maize
SEEDGWAS2980,19.86666667,-97.58333333,Maize
SEEDGWAS4679,19.86666667,-97.58333333,Maize
SEEDGWAS3005,19.86666667,-97.58333333,Maize
SEEDGWAS4715,19.86666667,-97.58333333,Maize
SEEDGWAS3007,19.86666667,-97.58333333,Maize
SEEDGWAS5064,19.86666667,-97.58333333,Maize
SEEDGWAS3763,19.86666667,-97.58333333,Maize
SEEDGWAS3008,19.86666667,-97.58333333,Maize
SEEDGWAS3010,19.86666667,-97.58333333,Maize
SEEDGWAS4721,19.86666667,-97.58333333,Maize
SEEDGWAS3011,19.86666667,-97.58333333,Maize
SEEDGWAS5065,19.86666667,-97.58333333,Maize
SEEDGWAS456,19.86666667,-97.58333333,Maize
SEEDGWAS5168,19.86666667,-97.58333333,Maize
SEEDGWAS4262,19.86666667,-97.58333333,Maize
SEEDGWAS4763,19.86666667,-97.58333333,Maize
SEEDGWAS4769,19.86666667,-97.58333333,Maize
SEEDGWAS3042,19.86666667,-97.58333333,Maize
SEEDGWAS5078,19.86666667,-97.58333333,Maize
SEEDGWAS3050,19.86666667,-97.58333333,Maize
SEEDGWAS5083,19.86666667,-97.58333333,Maize
SEEDGWAS3054,19.86666667,-97.46666667,Maize
SEEDGWAS5085,19.86666667,-97.46666667,Maize
SEEDGWAS470,19.86666667,-97.58333333,Maize
SEEDGWAS5169,19.86666667,-97.58333333,Maize
SEEDGWAS3057,19.86666667,-97.58333333,Maize
SEEDGWAS4781,19.86666667,-97.58333333,Maize
SEEDGWAS5086,19.86666667,-97.45,Maize
SEEDGWAS3064,19.86666667,-97.58333333,Maize
SEEDGWAS4790,19.86666667,-97.58333333,Maize
SEEDGWAS3066,19.86666667,-97.58333333,Maize
SEEDGWAS5089,19.86666667,-97.58333333,Maize
SEEDGWAS3076,19.86666667,-97.58333333,Maize
SEEDGWAS4813,19.86666667,-97.58333333,Maize
SEEDGWAS3085,19.86666667,-97.58333333,Maize
SEEDGWAS4818,19.86666667,-97.58333333,Maize
SEEDGWAS3094,19.86666667,-97.46666667,Maize
SEEDGWAS4828,19.86666667,-97.46666667,Maize
SEEDGWAS4839,19.86666667,-97.58333333,Maize
SEEDGWAS2182,19.87,-99.75,Maize
SEEDGWAS4893,19.87,-99.75,Maize
SEEDGWAS2323,19.88333333,-103.5833333,Maize
SEEDGWAS4293,19.88333333,-103.5833333,Maize
SEEDGWAS2692,19.88333333,-99.7,Maize
SEEDGWAS4964,19.88333333,-99.7,Maize
SEEDGWAS3750,19.88333333,-98.81666667,Maize
SEEDGWAS4632,19.88333333,-98.81666667,Maize
SEEDGWAS455,19.88333333,-97.45,Maize
SEEDGWAS4716,19.88333333,-97.45,Maize
SEEDGWAS3056,19.88333333,-98.81666667,Maize
SEEDGWAS4780,19.88333333,-98.81666667,Maize
SEEDGWAS4233,19.9,-102.1666667,Maize
SEEDGWAS2843,19.9,-102.1666667,Maize
SEEDGWAS4500,19.9,-102.1666667,Maize
SEEDGWAS2844,19.9,-102.1666667,Maize
SEEDGWAS5011,19.9,-102.1666667,Maize
SEEDGWAS2845,19.9,-102.1666667,Maize
SEEDGWAS5012,19.9,-102.1666667,Maize
SEEDGWAS2842,19.901672,-102.389648,Maize
SEEDGWAS604,19.903114,-98.850117,Maize
SEEDGWAS3117,19.909534,-103.458675,Maize
SEEDGWAS4861,19.909534,-103.458675,Maize
SEEDGWAS2351,19.91666667,-102,Maize
SEEDGWAS4325,19.91666667,-102,Maize
SEEDGWAS5312,19.916667,-97.633333,Maize
SEEDGWAS4853,19.93,-103.7,Maize
SEEDGWAS3111,19.93,-103.7,Maize
SEEDGWAS4854,19.93,-103.7,Maize
SEEDGWAS4855,19.93,-103.7,Maize
SEEDGWAS4733,19.930776,-98.679121,Maize
SEEDGWAS2723,19.93333333,-103.7333333,Maize
SEEDGWAS4358,19.93333333,-103.7333333,Maize
SEEDGWAS4154,19.93333333,-103.7333333,Maize
SEEDGWAS4856,19.93333333,-103.7333333,Maize
SEEDGWAS1713,19.936732,-105.262282,Maize
SEEDGWAS1714,19.936732,-105.262282,Maize
SEEDGWAS1717,19.936732,-105.262282,Maize
SEEDGWAS1719,19.936732,-105.262282,Maize
SEEDGWAS1720,19.936732,-105.262282,Maize
SEEDGWAS10,19.938631,-96.87067,Maize
SEEDGWAS4654,19.95,-102.4,Maize
SEEDGWAS5318,19.95,-102.4,Maize
SEEDGWAS4965,19.96666667,-99.51666667,Maize
SEEDGWAS2697,19.96666667,-99.51666667,Maize
SEEDGWAS4966,19.96666667,-99.51666667,Maize
SEEDGWAS1775,19.96666667,-102.7166667,Maize
SEEDGWAS4380,19.96666667,-103.25,Maize
SEEDGWAS2425,19.96666667,-102.45,Maize
SEEDGWAS4385,19.96666667,-102.45,Maize
SEEDGWAS645,19.96666667,-102.45,Maize
SEEDGWAS4936,19.96666667,-103.25,Maize
SEEDGWAS1120,19.96666667,-102.7166667,Maize
SEEDGWAS2498,19.966667,-103.25,Maize
SEEDGWAS4564,19.966667,-103.25,Maize
SEEDGWAS5284,19.966667,-102.716667,Maize
SEEDGWAS3003,19.967035,-97.597842,Maize
SEEDGWAS4251,19.967035,-97.597842,Maize
SEEDGWAS2975,19.97,-99.52,Maize
SEEDGWAS4666,19.97,-99.52,Maize
SEEDGWAS4698,19.97,-99.52,Maize
SEEDGWAS3121,19.97,-103.2,Maize
SEEDGWAS4864,19.97,-103.2,Maize
SEEDGWAS3122,19.97,-103.2,Maize
SEEDGWAS4865,19.97,-103.2,Maize
SEEDGWAS3772,19.972572,-97.620559,Maize
SEEDGWAS669,19.972572,-97.620559,Maize
SEEDGWAS2311,19.98333333,-102.3,Maize
SEEDGWAS2313,19.98333333,-102.3,Maize
SEEDGWAS4285,19.98333333,-102.3,Maize
SEEDGWAS4376,19.98333333,-102.3,Maize
SEEDGWAS5207,19.98333333,-102.3,Maize
SEEDGWAS2104,19.983868,-97.218548,Maize
SEEDGWAS3114,19.988464,-103.515374,Maize
SEEDGWAS4859,19.988464,-103.515374,Maize
SEEDGWAS3118,19.988464,-103.515374,Maize
SEEDGWAS5108,19.988464,-103.515374,Maize
SEEDGWAS2702,19.998739,-102.696335,Maize
SEEDGWAS4328,19.998739,-102.696335,Maize
SEEDGWAS2106,20.00487,-89.812671,Maize
SEEDGWAS3097,20.0075,-100.548248,Maize
SEEDGWAS3098,20.0075,-100.548248,Maize
SEEDGWAS2577,20.007577,-97.52396,Maize
SEEDGWAS4712,20.007577,-97.52396,Maize
SEEDGWAS1741,20.007577,-97.52396,Maize
SEEDGWAS2337,20.01666667,-103.5,Maize
SEEDGWAS1798,20.01666667,-102.4833333,Maize
SEEDGWAS3129,20.03,-103.6,Maize
SEEDGWAS5113,20.03,-103.6,Maize
SEEDGWAS3112,20.030919,-103.506517,Maize
SEEDGWAS5106,20.030919,-103.506517,Maize
SEEDGWAS3120,20.030919,-103.506517,Maize
SEEDGWAS4863,20.030919,-103.506517,Maize
SEEDGWAS482,20.033333,-97.45,Maize
SEEDGWAS3597,20.03333333,-100.7333333,Maize
SEEDGWAS3598,20.03333333,-100.7333333,Maize
SEEDGWAS4868,20.03333333,-98.3,Maize
SEEDGWAS3612,20.05,-102.716667,Maize
SEEDGWAS529,20.054799,-90.23914,Maize
SEEDGWAS174,20.062451,-96.710604,Maize
SEEDGWAS2350,20.066667,-102.733333,Maize
SEEDGWAS4907,20.066667,-102.733333,Maize
SEEDGWAS3127,20.100817,-101.055509,Maize
SEEDGWAS5112,20.100817,-101.055509,Maize
SEEDGWAS1799,20.112922,-102.666996,Maize
SEEDGWAS681,20.119105,-102.268729,Maize
SEEDGWAS3798,20.119105,-102.268729,Maize
SEEDGWAS3128,20.130549,-101.031084,Maize
SEEDGWAS4869,20.130549,-101.031084,Maize
SEEDGWAS3720,20.13333333,-98.75,Maize
SEEDGWAS4508,20.13333333,-98.75,Maize
SEEDGWAS4509,20.13333333,-98.75,Maize
SEEDGWAS436,20.13333333,-97.2,Maize
SEEDGWAS756,20.139394,-88.90711,Maize
SEEDGWAS4316,20.14,-99.83,Maize
SEEDGWAS2361,20.143022,-103.723087,Maize
SEEDGWAS4355,20.143022,-103.723087,Maize
SEEDGWAS3381,20.15,-103.05,Maize
SEEDGWAS2368,20.15,-98.2,Maize
SEEDGWAS4912,20.15,-98.2,Maize
SEEDGWAS3000,20.15,-98.2,Maize
SEEDGWAS4704,20.15,-98.2,Maize
SEEDGWAS3001,20.15,-98.2,Maize
SEEDGWAS4705,20.15,-98.2,Maize
SEEDGWAS2199,20.15,-98.2,Maize
SEEDGWAS4709,20.15,-98.2,Maize
SEEDGWAS4732,20.15,-98.43333333,Maize
SEEDGWAS3017,20.15,-98.2,Maize
SEEDGWAS4735,20.15,-98.2,Maize
SEEDGWAS3020,20.15,-98.2,Maize
SEEDGWAS4743,20.15,-98.2,Maize
SEEDGWAS5159,20.15,-98.43333333,Maize
SEEDGWAS3082,20.15,-98.43333333,Maize
SEEDGWAS5095,20.15,-98.43333333,Maize
SEEDGWAS4817,20.15,-100.5,Maize
SEEDGWAS4822,20.15,-98.43333333,Maize
SEEDGWAS853,20.16666667,-75.2,Maize
SEEDGWAS277,20.16666667,-75.2,Maize
SEEDGWAS3069,20.16666667,-101,Maize
SEEDGWAS3084,20.184461,-100.376967,Maize
SEEDGWAS5096,20.184461,-100.376967,Maize
SEEDGWAS3768,20.186136,-100.507082,Maize
SEEDGWAS1778,20.198115,-101.03832,Maize
SEEDGWAS12,20.2,-96.85,Maize
SEEDGWAS2677,20.2,-100.15,Maize
SEEDGWAS4295,20.2,-100.15,Maize
SEEDGWAS2360,20.200962,-101.126482,Maize
SEEDGWAS4353,20.200962,-101.126482,Maize
SEEDGWAS324,20.204528,-89.286389,Maize
SEEDGWAS368,20.204528,-89.286389,Maize
SEEDGWAS4616,20.23333333,-103.55,Maize
SEEDGWAS757,20.25,-75.98333333,Maize
SEEDGWAS127,20.25,-75.98333333,Maize
SEEDGWAS760,20.25,-75.98333333,Maize
SEEDGWAS1668,20.250295,-89.633331,Maize
SEEDGWAS2367,20.26,-99.17,Maize
SEEDGWAS4364,20.26,-99.17,Maize
SEEDGWAS2735,20.26666667,-98.9,Maize
SEEDGWAS4973,20.26666667,-98.9,Maize
SEEDGWAS2466,20.284838,-103.903927,Maize
SEEDGWAS4440,20.284838,-103.903927,Maize
SEEDGWAS2424,20.290769,-102.319883,Maize
SEEDGWAS4923,20.290769,-102.319883,Maize
SEEDGWAS4574,20.290769,-102.319883,Maize
SEEDGWAS5268,20.290769,-102.319883,Maize
SEEDGWAS66,20.3,-76.21666667,Maize
SEEDGWAS1269,20.3,-76.95,Maize
SEEDGWAS1277,20.3,-76.95,Maize
SEEDGWAS1279,20.3,-76.95,Maize
SEEDGWAS1284,20.3,-76.21666667,Maize
SEEDGWAS1375,20.3,-76.21666667,Maize
SEEDGWAS209,20.3,-76.21666667,Maize
SEEDGWAS812,20.3,-76.21666667,Maize
SEEDGWAS1376,20.3,-76.21666667,Maize
SEEDGWAS210,20.3,-76.21666667,Maize
SEEDGWAS430,20.3,-76.21666667,Maize
SEEDGWAS4938,20.3,-102.6166667,Maize
SEEDGWAS5293,20.3,-102.6166667,Maize
SEEDGWAS1740,20.3,-89.65,Maize
SEEDGWAS279,20.306554,-76.795941,Maize
SEEDGWAS3232,20.31666667,-105.3333333,Maize
SEEDGWAS3881,20.31666667,-105.3333333,Maize
SEEDGWAS3882,20.31666667,-105.3333333,Maize
SEEDGWAS3883,20.31666667,-105.3333333,Maize
SEEDGWAS875,20.31666667,-105.3333333,Maize
SEEDGWAS340,20.31666667,-105.3333333,Maize
SEEDGWAS341,20.31666667,-105.3333333,Maize
SEEDGWAS3884,20.31666667,-105.3333333,Maize
SEEDGWAS3961,20.31666667,-105.3333333,Maize
SEEDGWAS156,20.32,-96.87,Maize
SEEDGWAS2336,20.321879,-103.180173,Maize
SEEDGWAS4303,20.321879,-103.180173,Maize
SEEDGWAS1270,20.333221,-76.894138,Maize
SEEDGWAS948,20.333221,-76.894138,Maize
SEEDGWAS3630,20.3333,-102.3,Maize
SEEDGWAS1442,20.33333333,-74.5,Maize
SEEDGWAS4937,20.33333333,-102.3,Maize
SEEDGWAS5267,20.33333333,-102.3,Maize
SEEDGWAS634,20.335333,-96.964079,Maize
SEEDGWAS3412,20.35,-102.75,Maize
SEEDGWAS4604,20.35,-102.75,Maize
SEEDGWAS5295,20.35,-102.75,Maize
SEEDGWAS4299,20.375341,-104.69997,Maize
SEEDGWAS5194,20.375341,-104.69997,Maize
SEEDGWAS2895,20.381461,-101.143579,Maize
SEEDGWAS4553,20.381461,-101.143579,Maize
SEEDGWAS2709,20.382772,-100.275105,Maize
SEEDGWAS4336,20.382772,-100.275105,Maize
SEEDGWAS2711,20.382772,-100.275105,Maize
SEEDGWAS4339,20.382772,-100.275105,Maize
SEEDGWAS2721,20.382772,-100.275105,Maize
SEEDGWAS4354,20.382772,-100.275105,Maize
SEEDGWAS1220,20.38333333,-76.43333333,Maize
SEEDGWAS1274,20.38333333,-76.43333333,Maize
SEEDGWAS764,20.38333333,-76.43333333,Maize
SEEDGWAS1374,20.38333333,-76.43333333,Maize
SEEDGWAS1443,20.38333333,-76.43333333,Maize
SEEDGWAS4156,20.38333333,-102.95,Maize
SEEDGWAS157,20.385828,-97.030722,Maize
SEEDGWAS38,20.43027778,-97.382222,Maize
SEEDGWAS692,20.43027778,-97.382222,Maize
SEEDGWAS101,20.43027778,-97.382222,Maize
SEEDGWAS141,20.43027778,-97.382222,Maize
SEEDGWAS1647,20.43027778,-97.382222,Maize
SEEDGWAS1648,20.43027778,-97.382222,Maize
SEEDGWAS160,20.433609,-97.114806,Maize
SEEDGWAS158,20.46666667,-97.33333333,Maize
SEEDGWAS3638,20.46666667,-103.45,Maize
SEEDGWAS164,20.471501,-97.343051,Maize
SEEDGWAS2961,20.474247,-99.927547,Maize
SEEDGWAS5052,20.474247,-99.927547,Maize
SEEDGWAS4181,20.474396,-102.821224,Maize
SEEDGWAS13,20.474435,-97.113749,Maize
SEEDGWAS1184,20.480001,-97.097646,Maize
SEEDGWAS2114,20.480001,-97.097646,Maize
SEEDGWAS54,20.485433,-89.732539,Maize
SEEDGWAS447,20.485433,-89.732539,Maize
SEEDGWAS1003,20.485433,-89.732539,Maize
SEEDGWAS2317,20.5,-100.983333,Maize
SEEDGWAS4899,20.5,-100.983333,Maize
SEEDGWAS4152,20.5,-103.15,Maize
SEEDGWAS4153,20.5,-103.15,Maize
SEEDGWAS3647,20.5,-103.15,Maize
SEEDGWAS2322,20.507845,-104.060951,Maize
SEEDGWAS4901,20.507845,-104.060951,Maize
SEEDGWAS2335,20.509937,-103.567399,Maize
SEEDGWAS4906,20.509937,-103.567399,Maize
SEEDGWAS162,20.511547,-97.334715,Maize
SEEDGWAS2897,20.51666667,-99.88333333,Maize
SEEDGWAS5027,20.51666667,-99.88333333,Maize
SEEDGWAS1639,20.51666667,-86.91666667,Maize
SEEDGWAS5303,20.51666667,-86.91666667,Maize
SEEDGWAS4944,20.51666667,-100.9833333,Maize
SEEDGWAS5316,20.51666667,-100.9833333,Maize
SEEDGWAS1667,20.51666667,-86.91666667,Maize
SEEDGWAS3751,20.53333333,-102.3333333,Maize
SEEDGWAS4634,20.53333333,-102.3333333,Maize
SEEDGWAS5309,20.53333333,-102.3333333,Maize
SEEDGWAS163,20.5422222,-97.27305556,Maize
SEEDGWAS142,20.547635,-97.129731,Maize
SEEDGWAS1085,20.55,-102.8,Maize
SEEDGWAS1884,20.55,-97.13,Maize
SEEDGWAS4383,20.55,-97.13,Maize
SEEDGWAS2710,20.560425,-100.460026,Maize
SEEDGWAS4338,20.560425,-100.460026,Maize
SEEDGWAS1885,20.566064,-97.181289,Maize
SEEDGWAS3391,20.568914,-100.537596,Maize
SEEDGWAS2099,20.579844,-89.986872,Maize
SEEDGWAS2355,20.592704,-98.661356,Maize
SEEDGWAS4341,20.592704,-98.661356,Maize
SEEDGWAS4900,20.59568,-100.777428,Maize
SEEDGWAS5191,20.59568,-100.777428,Maize
SEEDGWAS2354,20.6,-98.76666667,Maize
SEEDGWAS4909,20.6,-98.76666667,Maize
SEEDGWAS1777,20.6,-98.76666667,Maize
SEEDGWAS4688,20.6,-102.2166667,Maize
SEEDGWAS4691,20.6,-102.2166667,Maize
SEEDGWAS4708,20.6,-102.2166667,Maize
SEEDGWAS105,20.601679,-90.102679,Maize
SEEDGWAS2674,20.610849,-100.476326,Maize
SEEDGWAS1271,20.61666667,-76.11666667,Maize
SEEDGWAS758,20.61666667,-76.11666667,Maize
SEEDGWAS759,20.61666667,-76.11666667,Maize
SEEDGWAS4792,20.61666667,-103.0666667,Maize
SEEDGWAS5353,20.61666667,-103.0666667,Maize
SEEDGWAS3067,20.61666667,-103.0666667,Maize
SEEDGWAS4796,20.61666667,-103.0666667,Maize
SEEDGWAS3081,20.61666667,-103,Maize
SEEDGWAS5094,20.61666667,-103,Maize
SEEDGWAS3092,20.61666667,-103,Maize
SEEDGWAS4826,20.61666667,-103,Maize
SEEDGWAS2499,20.63333333,-101.6666667,Maize
SEEDGWAS4569,20.63333333,-101.6666667,Maize
SEEDGWAS2353,20.65,-98.65,Maize
SEEDGWAS4908,20.65,-98.65,Maize
SEEDGWAS3392,20.65,-98.65,Maize
SEEDGWAS4570,20.65,-100.9833333,Maize
SEEDGWAS5265,20.65,-100.9833333,Maize
SEEDGWAS1767,20.66666667,-103.3333333,Maize
SEEDGWAS4753,20.673771,-102.690624,Maize
SEEDGWAS5346,20.673771,-102.690624,Maize
SEEDGWAS312,20.67424,-75.831855,Maize
SEEDGWAS1283,20.676748,-75.729414,Maize
SEEDGWAS4942,20.686914,-102.471716,Maize
SEEDGWAS5307,20.686914,-102.471716,Maize
SEEDGWAS4633,20.691381,-102.370596,Maize
SEEDGWAS5308,20.691381,-102.370596,Maize
SEEDGWAS2497,20.699376,-100.761898,Maize
SEEDGWAS4562,20.699376,-100.761898,Maize
SEEDGWAS3683,20.7,-99.8,Maize
SEEDGWAS4296,20.7,-99.8,Maize
SEEDGWAS4378,20.71666667,-100.75,Maize
SEEDGWAS4941,20.71666667,-102.35,Maize
SEEDGWAS5301,20.71666667,-102.35,Maize
SEEDGWAS4625,20.71666667,-102.35,Maize
SEEDGWAS3654,20.71666667,-97.53333333,Maize
SEEDGWAS4695,20.725107,-99.945421,Maize
SEEDGWAS3051,20.727971,-100.446729,Maize
SEEDGWAS5084,20.727971,-100.446729,Maize
SEEDGWAS1691,20.729917,-88.732928,Maize
SEEDGWAS866,20.730074,-88.732723,Maize
SEEDGWAS90,20.73333333,-76.38333333,Maize
SEEDGWAS135,20.73333333,-76.38333333,Maize
SEEDGWAS124,20.734106,-89.484052,Maize
SEEDGWAS125,20.734108,-89.483888,Maize
SEEDGWAS2385,20.734851,-103.427739,Maize
SEEDGWAS4920,20.734851,-103.427739,Maize
SEEDGWAS4367,20.76,-100.3,Maize
SEEDGWAS2672,20.765746,-100.050632,Maize
SEEDGWAS4288,20.765746,-100.050632,Maize
SEEDGWAS890,20.782939,-89.021165,Maize
SEEDGWAS1828,20.78333333,-102.95,Maize
SEEDGWAS2579,20.78333333,-102.95,Maize
SEEDGWAS4713,20.78333333,-102.95,Maize
SEEDGWAS4250,20.78333333,-102.95,Maize
SEEDGWAS2580,20.78333333,-102.95,Maize
SEEDGWAS4714,20.78333333,-102.95,Maize
SEEDGWAS4175,20.78333333,-102.95,Maize
SEEDGWAS4718,20.78333333,-102.95,Maize
SEEDGWAS5331,20.78333333,-102.95,Maize
SEEDGWAS4176,20.78333333,-102.95,Maize
SEEDGWAS4177,20.78333333,-102.95,Maize
SEEDGWAS4719,20.78333333,-102.95,Maize
SEEDGWAS5332,20.78333333,-102.95,Maize
SEEDGWAS2585,20.78333333,-102.95,Maize
SEEDGWAS4720,20.78333333,-102.95,Maize
SEEDGWAS2502,20.784944,-98.734909,Maize
SEEDGWAS3038,20.784944,-98.734909,Maize
SEEDGWAS5075,20.784944,-98.734909,Maize
SEEDGWAS3044,20.784944,-98.734909,Maize
SEEDGWAS5080,20.784944,-98.734909,Maize
SEEDGWAS3072,20.784944,-98.734909,Maize
SEEDGWAS5091,20.784944,-98.734909,Maize
SEEDGWAS5092,20.784944,-98.734909,Maize
SEEDGWAS3074,20.784944,-98.734909,Maize
SEEDGWAS4811,20.784944,-98.734909,Maize
SEEDGWAS3089,20.784944,-98.734909,Maize
SEEDGWAS4823,20.784944,-98.734909,Maize
SEEDGWAS4824,20.784944,-98.734909,Maize
SEEDGWAS4219,20.794691,-100.049518,Maize
SEEDGWAS4762,20.797435,-102.748227,Maize
SEEDGWAS1829,20.8,-104,Maize
SEEDGWAS4029,20.8,-104.4,Maize
SEEDGWAS3345,20.8,-104.4,Maize
SEEDGWAS4162,20.804002,-103.356458,Maize
SEEDGWAS1478,20.81666667,-105.1833333,Maize
SEEDGWAS1479,20.81666667,-105.1833333,Maize
SEEDGWAS2896,20.81666667,-102.7333333,Maize
SEEDGWAS4554,20.81666667,-102.7333333,Maize
SEEDGWAS2491,20.81666667,-102.7333333,Maize
SEEDGWAS4559,20.81666667,-102.7333333,Maize
SEEDGWAS3620,20.81666667,-102.7333333,Maize
SEEDGWAS4260,20.81666667,-102.6666667,Maize
SEEDGWAS4754,20.81666667,-102.6666667,Maize
SEEDGWAS5347,20.81666667,-102.6666667,Maize
SEEDGWAS4182,20.81666667,-102.6666667,Maize
SEEDGWAS4183,20.81666667,-102.6666667,Maize
SEEDGWAS2607,20.81666667,-102.6666667,Maize
SEEDGWAS4760,20.81666667,-102.6666667,Maize
SEEDGWAS3052,20.81666667,-102.7333333,Maize
SEEDGWAS4775,20.81666667,-102.7333333,Maize
SEEDGWAS2333,20.816667,-102.733333,Maize
SEEDGWAS4905,20.816667,-102.733333,Maize
SEEDGWAS1195,20.85,-88.51666667,Maize
SEEDGWAS696,20.85,-88.51666667,Maize
SEEDGWAS855,20.85,-88.51666667,Maize
SEEDGWAS865,20.85,-88.51666667,Maize
SEEDGWAS861,20.862895,-76.463107,Maize
SEEDGWAS1707,20.880724,-89.251078,Maize
SEEDGWAS479,20.883144,-89.249339,Maize
SEEDGWAS508,20.883144,-89.249339,Maize
SEEDGWAS168,20.893005,-97.675796,Maize
SEEDGWAS1282,20.9,-76.25,Maize
SEEDGWAS134,20.9,-76.25,Maize
SEEDGWAS860,20.9,-76.25,Maize
SEEDGWAS945,20.9,-76.25,Maize
SEEDGWAS167,20.910099,-97.762003,Maize
SEEDGWAS1887,20.910099,-97.762003,Maize
SEEDGWAS4883,20.910099,-97.762003,Maize
SEEDGWAS4592,20.91666667,-100.7333333,Maize
SEEDGWAS5288,20.91666667,-100.7333333,Maize
SEEDGWAS4613,20.91666667,-100.7333333,Maize
SEEDGWAS5299,20.91666667,-100.7333333,Maize
SEEDGWAS4772,20.91666667,-100.7333333,Maize
SEEDGWAS5352,20.91666667,-100.7333333,Maize
SEEDGWAS2383,20.920258,-101.449639,Maize
SEEDGWAS4379,20.920258,-101.449639,Maize
SEEDGWAS2979,20.926311,-101.284292,Maize
SEEDGWAS4676,20.926311,-101.284292,Maize
SEEDGWAS4265,20.926311,-101.284292,Maize
SEEDGWAS4236,20.93333333,-103.0166667,Maize
SEEDGWAS4249,20.93333333,-103.0166667,Maize
SEEDGWAS4235,20.95,-101.4166667,Maize
SEEDGWAS1789,20.955531,-101.411113,Maize
SEEDGWAS944,20.96,-76.95,Maize
SEEDGWAS4939,20.966316,-101.395424,Maize
SEEDGWAS5294,20.966316,-101.395424,Maize
SEEDGWAS780,20.96666667,-97.53333333,Maize
SEEDGWAS1373,20.96666667,-76.95,Maize
SEEDGWAS1669,20.96666667,-89.63333333,Maize
SEEDGWAS1670,20.96666667,-89.63333333,Maize
SEEDGWAS3300,20.969048,-97.382255,Maize
SEEDGWAS1004,20.969048,-97.382255,Maize
SEEDGWAS15,20.998948,-97.505195,Maize
SEEDGWAS128,21.002852,-76.927588,Maize
SEEDGWAS4756,21.004059,-102.375272,Maize
SEEDGWAS2602,21.005478,-101.988203,Maize
SEEDGWAS4752,21.005478,-101.988203,Maize
SEEDGWAS2623,21.006093,-102.609647,Maize
SEEDGWAS4771,21.006093,-102.609647,Maize
SEEDGWAS2678,21.01666667,-101.25,Maize
SEEDGWAS4297,21.01666667,-101.25,Maize
SEEDGWAS1196,21.01666667,-88.28333333,Maize
SEEDGWAS448,21.01666667,-88.28333333,Maize
SEEDGWAS2603,21.01666667,-102.1666667,Maize
SEEDGWAS4953,21.01666667,-102.1666667,Maize
SEEDGWAS4759,21.01666667,-102.1666667,Maize
SEEDGWAS5349,21.01666667,-102.1666667,Maize
SEEDGWAS5350,21.01666667,-102.1666667,Maize
SEEDGWAS1050,21.029685,-98.296549,Maize
SEEDGWAS1051,21.029685,-98.296549,Maize
SEEDGWAS639,21.03333333,-104.3333333,Maize
SEEDGWAS4114,21.03333333,-104.4666667,Maize
SEEDGWAS4247,21.0375,-101.4913889,Maize
SEEDGWAS1045,21.038899,-98.277964,Maize
SEEDGWAS4210,21.045822,-101.664012,Maize
SEEDGWAS2331,21.054943,-99.813582,Maize
SEEDGWAS4904,21.054943,-99.813582,Maize
SEEDGWAS3658,21.063194,-104.486205,Maize
SEEDGWAS4020,21.064005,-104.2129,Maize
SEEDGWAS2474,21.06666667,-104.4833333,Maize
SEEDGWAS1030,21.06666667,-97.63333333,Maize
SEEDGWAS4264,21.073593,-101.541904,Maize
